ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Krajinovic F.,49,40,1025,1148,7,5,4,6,6,0,,,,,2,1,Completed
1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Djere L.,65,39,840,1151,6,1,6,3,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Tsonga J.W.,62,30,881,1340,7,6,6,1,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Moutet C.,Raonic M.,81,32,638,1305,7,6,7,6,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/9/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Fucsovics M.,62,70,881,790,6,2,6,0,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Herbert P.H.,23,65,1584,840,6,4,6,3,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Moutet C.,Verdasco F.,81,49,638,1025,6,4,4,6,6,4,,,,,2,1,Completed
1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Bedene A.,15,58,1955,905,6,3,6,4,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Kecmanovic M.,23,62,1584,881,6,3,6,1,,,,,,,2,0,Completed
1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Semifinals,3,Moutet C.,Wawrinka S.,81,15,638,1955,3,6,7,5,6,3,,,,,2,1,Completed
1,Doha,Qatar Exxon Mobil Open,1/11/2020,ATP250,Outdoor,Hard,The Final,3,Rublev A.,Moutet C.,23,81,1584,638,6,2,7,6,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/12/2020,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Fritz T.,55,32,934,1335,6,4,7,6,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/12/2020,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Opelka R.,44,38,1097,1227,5,7,7,6,7,6,,,,,2,1,Completed
2,Auckland,ASB Classic,1/12/2020,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Popyrin A.,40,95,1165,585,7,6,3,6,6,4,,,,,2,1,Completed
2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Simon G.,56,60,920,890,6,3,7,5,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Londero J.I.,33,51,1324,1017,6,2,6,4,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Harris L.,Garin C.,91,36,594,1285,7,6,3,6,6,4,,,,,2,1,Completed
2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Barrere G.,45,82,1080,643,6,7,6,2,7,6,,,,,2,1,Completed
2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Delbonis F.,96,73,576,709,6,4,6,4,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Bedene A.,90,54,600,950,6,4,6,4,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Thompson J.,42,65,1130,843,6,4,6,7,6,3,,,,,2,1,Completed
2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Caruso S.,37,94,1270,586,6,4,6,2,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Robert S.,157,661,332,30,6,4,2,6,6,0,,,,,2,1,Completed
2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,Bublik A.,33,55,1324,934,7,5,6,2,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Harris L.,Djere L.,91,40,594,1165,7,6,6,3,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Querrey S.,18,45,1799,1080,6,3,6,3,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Cuevas P.,90,44,600,1097,6,1,6,2,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Chardy J.,30,56,1377,920,6,3,6,2,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Munar J.,42,88,1130,608,7,6,6,3,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Bolt A.,Struff J.L.,157,37,332,1270,6,3,6,4,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Duckworth J.,22,96,1656,576,6,3,7,6,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Harris L.,Carreno Busta P.,91,30,594,1377,6,3,6,3,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Evans D.,18,33,1799,1324,6,4,3,6,6,3,,,,,2,1,Completed
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Ramos-Vinolas A.,90,42,600,1130,6,3,6,4,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Bolt A.,22,157,1656,332,6,3,6,0,,,,,,,2,0,Completed
2,Auckland,ASB Classic,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Harris L.,Paul T.,91,90,594,600,6,4,6,7,6,3,,,,,2,1,Completed
2,Auckland,ASB Classic,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Auger-Aliassime F.,18,22,1799,1656,7,6,6,7,6,4,,,,,2,1,Completed
2,Auckland,ASB Classic,1/18/2020,ATP250,Outdoor,Hard,The Final,3,Rublev A.,Harris L.,18,91,1799,594,6,3,6,0,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Hurkacz H.,Sonego L.,34,52,1318,990,7,5,6,3,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Sandgren T.,Venus M.,101,N/A,553,N/A,6,4,6,3,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Norrie C.,86,62,616,885,7,6,6,2,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Ruud C.,57,46,900,1079,7,6,2,6,6,3,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Sinner J.,24,79,1598,671,6,4,2,6,6,4,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Tiafoe F.,77,49,685,1050,6,4,5,7,6,1,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Sousa J.,146,58,360,891,6,4,6,2,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Davidovich Fokina A.,69,85,800,627,6,2,4,6,6,3,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Mmoh M.,47,227,1071,207,7,6,6,4,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Mannarino A.,84,43,636,1111,3,6,6,4,6,4,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Andujar P.,61,63,888,867,3,6,7,6,6,4,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Mayer L.,76,100,690,558,7,6,6,7,7,6,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Sandgren T.,20,101,1770,553,7,6,6,7,6,3,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Hurkacz H.,Ymer M.,34,77,1318,685,6,2,7,6,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Monteiro T.,24,86,1598,616,4,6,6,4,6,3,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Fognini F.,61,12,888,2310,3,6,6,4,6,3,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Seppi A.,69,84,800,636,6,3,7,6,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,Cecchinato M.,57,76,900,690,6,1,6,4,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Pospisil V.,13,146,2200,360,6,4,7,6,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Millman J.,Khachanov K.,47,16,1071,1995,4,6,6,3,6,3,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Edmund K.,20,69,1770,800,7,6,7,6,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Humbert U.,Shapovalov D.,57,13,900,2200,7,5,6,4,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Millman J.,24,47,1598,1071,3,6,6,1,6,4,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Lopez F.,34,61,1318,888,6,4,6,7,6,4,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Humbert U.,Isner J.,57,20,900,1770,7,6,6,4,,,,,,,2,0,Completed
3,Adelaide,Adelaide International,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Paire B.,Hurkacz H.,24,34,1598,1318,6,4,6,7,6,2,,,,,2,1,Completed
3,Adelaide,Adelaide International,1/18/2020,ATP250,Outdoor,Hard,The Final,3,Humbert U.,Paire B.,57,24,900,1598,7,6,3,6,7,6,,,,,2,1,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Harris A.,8,162,2870,316,6,3,6,1,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Carballes Baena R.,69,83,804,664,6,4,6,2,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Mcdonald M.,32,129,1349,419,3,6,4,6,6,1,6,2,6,3,3,2,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Djere L.,71,40,797,1185,6,4,3,6,6,2,7,6,,,3,1,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Smith J.P.,25,308,1585,130,6,3,7,5,6,4,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Coric B.,45,28,1100,1490,6,3,6,4,6,4,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Safwat M.,84,173,649,291,6,7,7,6,6,4,7,6,,,3,1,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Shapovalov D.,67,13,827,2200,6,3,6,7,6,1,7,6,,,3,1,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Johnson S.,3,75,6590,720,6,3,6,2,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Londero J.I.,20,52,1772,1017,4,6,6,2,6,0,6,4,,,3,1,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Caruso S.,6,95,5375,586,6,0,6,2,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Giron M.,79,107,700,521,7,5,6,1,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Struff J.L.,2,37,9720,1270,7,6,6,2,2,6,6,1,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Moutet C.,39,70,1205,800,6,3,6,2,6,4,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Gombos N.,88,113,627,498,4,6,6,4,2,6,6,3,6,2,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Novak D.,31,99,1398,574,6,7,1,6,6,2,6,3,6,4,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ito T.,Gunneswaran P.,146,123,362,442,6,4,6,2,7,5,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Humbert U.,47,43,1096,1130,7,6,6,3,1,6,7,5,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Stebe C.M.,21,154,1703,340,6,4,3,6,6,3,6,7,6,0,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Harris L.,14,72,2130,746,6,4,6,2,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Lopez F.,9,57,2630,933,6,2,6,2,7,5,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Opelka R.,12,38,2310,1227,3,6,6,7,6,4,6,3,7,6,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Purcell M.,82,216,671,221,7,6,6,2,6,4,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Edmund K.,27,65,1516,845,7,6,6,3,7,6,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Polmans M.,Kukushkin M.,133,68,411,816,6,4,6,3,4,6,6,7,6,4,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Giustino L.,35,150,1305,347,6,2,6,1,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Mayer L.,80,101,696,564,4,6,6,4,6,4,6,4,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Vilella Martinez M.,17,196,1995,254,4,6,6,4,7,6,6,3,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Mannarino A.,5,44,5890,1111,6,3,7,5,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,Travaglia S.,36,74,1285,730,6,4,6,3,6,4,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Trungelliti M.,100,202,573,238,6,1,6,4,7,5,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Dzumhur D.,15,92,2045,594,7,5,6,7,6,4,6,4,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Auger-Aliassime F.,256,22,179,1701,7,5,4,6,7,6,6,4,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Halys Q.,41,215,1158,222,7,6,7,6,3,6,4,6,7,5,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Bublik A.,66,56,843,948,6,4,6,3,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Duckworth J.,55,94,950,588,6,4,6,7,6,7,6,2,6,4,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Kovalik J.,30,139,1422,379,6,4,3,6,6,1,7,6,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Dellien H.,1,73,10235,743,6,2,6,3,6,0,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ymer M.,Uchiyama Y.,78,93,709,594,6,4,6,1,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Andujar P.,217,63,219,867,6,1,6,4,6,4,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Kwon S.W.,29,87,1485,637,6,7,6,4,7,5,3,6,6,3,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Donskoy E.,51,106,1050,522,7,5,6,2,6,1,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bolt A.,Ramos-Vinolas A.,140,42,377,1130,7,6,1,6,6,7,6,1,6,4,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Kecmanovic M.,85,54,646,959,6,4,6,4,7,6,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Tsonga J.W.,96,33,585,1340,6,7,6,2,6,1,,,,,2,1,Retired
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,O'Connell C.,16,115,2004,481,6,3,0,6,6,4,7,6,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Eubanks C.,120,221,463,215,7,6,6,3,4,6,6,0,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sugita Y.,Benchetrit E.,91,231,608,205,6,2,6,0,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Herbert P.H.,Norrie C.,64,62,865,885,7,5,3,6,3,6,7,5,6,4,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Tiafoe F.,4,50,5960,1050,6,3,4,6,6,4,6,2,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Lu Y.H.,10,N/A,2565,N/A,6,1,6,4,6,2,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Sonego L.,26,53,1520,990,6,2,7,6,7,6,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Gaston H.,90,247,608,189,7,5,5,7,6,0,6,3,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Griekspoor T.,34,175,1335,288,6,3,6,3,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Chardy J.,11,58,2555,920,6,4,6,3,6,1,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Sousa J.,76,59,711,891,6,3,6,4,7,6,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Tabilo A.,Galan D.E.,208,186,233,269,4,6,6,3,6,4,6,7,6,4,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Cecchinato M.,7,77,3345,710,6,4,7,6,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Monteiro T.,19,86,1860,640,6,7,7,6,7,6,7,6,,,3,1,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Koepfer D.,168,89,300,609,6,3,6,4,7,5,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Ivashka I.,122,149,445,354,6,4,2,6,4,6,6,4,7,6,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Pospisil V.,124,138,436,392,7,6,6,4,7,5,,,,,3,0,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Ruud C.,98,48,575,1079,6,3,7,6,1,6,4,6,7,6,3,2,Completed
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Cuevas P.,61,46,890,1097,6,1,6,3,6,3,,,,,3,0,Completed
4,Melbourne,Australian Open,1/22/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Berankis R.,45,69,1100,804,7,6,4,6,6,4,6,4,,,3,1,Completed
