ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
20,Miami,Sony Ericsson Open,3/21/2018,Masters 1000,Outdoor,Hard,1st Round,3,Donaldson J.,Baghdatis M.,49,82,1038,670,6,3,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Troicki V.,46,68,1076,790,6,3,6,7,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,De Minaur A.,374,130,109,428,6,2,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Kuhn N.,King D.,211,172,261,321,7,6,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Mayer L.,Young D.,45,110,1080,506,3,6,6,4,6,2,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Basilashvili N.,Fabbiano T.,89,86,640,656,1,6,6,2,7,5,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Donskoy E.,Bedene A.,88,48,641,1043,7,5,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Sandgren T.,69,58,779,903,7,6,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Medvedev D.,Tsitsipas S.,52,70,959,769,2,6,6,4,6,2,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Zeballos H.,108,66,540,813,3,6,7,6,6,4,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Bhambri Y.,Basic M.,107,75,545,702,7,5,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Johnson S.,Estrella Burgos V.,54,152,940,367,6,3,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Albot R.,Berankis R.,93,103,627,574,6,1,4,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Hemery C.,175,150,319,374,6,1,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Copil M.,Kukushkin M.,84,83,661,665,7,6,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/22/2018,Masters 1000,Outdoor,Hard,1st Round,3,Istomin D.,Kecmanovic M.,85,179,658,317,7,5,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Kicker N.,63,87,844,648,6,3,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Sousa J.,Goffin D.,80,9,680,3190,6,0,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Mmoh M.,Bautista Agut R.,176,15,319,2255,7,6,2,6,6,4,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Krajinovic F.,Broady L.,27,169,1539,326,6,3,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Jarry N.,16,65,2220,830,6,3,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Ymer M.,25,407,1630,92,6,3,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,Herbert P.H.,3,81,4905,675,7,5,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Gasquet R.,90,37,640,1305,7,5,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Nishikori K.,Millman J.,33,96,1415,613,7,6,4,6,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Djokovic N.,47,12,1075,2300,6,3,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Pospisil V.,Rublev A.,77,34,687,1393,7,6,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Donaldson J.,Lopez F.,49,32,1038,1420,6,4,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Chung H.,Ebden M.,23,76,1727,690,6,3,7,5,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Youzhny M.,Muller G.,102,28,589,1500,4,6,6,4,6,2,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/23/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Vesely J.,17,64,2170,835,7,6,1,6,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Haase R.,6,44,4155,1120,6,4,5,7,6,2,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Marterer M.,4,73,4600,742,4,6,6,2,6,1,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Mayer L.,36,45,1366,1080,6,7,6,3,6,4,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Dzumhur D.,46,30,1076,1430,6,1,7,5,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Medvedev D.,5,52,4505,959,6,4,1,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Edmund K.,63,26,844,1627,7,6,4,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrer D.,Donskoy E.,35,88,1370,641,6,2,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Nishioka Y.,13,374,2275,109,6,1,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Copil M.,41,84,1220,661,7,5,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Verdasco F.,Garcia-Lopez G.,39,69,1260,779,4,6,6,0,6,2,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Querrey S.,Albot R.,14,93,2265,627,7,6,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Federer R.,175,1,319,9660,3,6,6,3,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Kuhn N.,18,211,2155,261,6,2,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Basilashvili N.,8,89,3235,640,6,4,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Johnson S.,Mannarino A.,54,22,940,1735,6,3,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Bhambri Y.,11,107,2335,545,6,3,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/24/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Istomin D.,19,85,2045,658,6,1,6,0,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,Lajovic D.,20,108,1945,540,6,4,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Chung H.,Mmoh M.,23,176,1727,319,6,1,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Sousa J.,Donaldson J.,80,49,680,1038,1,6,6,3,6,4,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,Paire B.,27,47,1539,1075,6,3,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Cilic M.,Pospisil V.,3,77,4905,687,7,5,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Nishikori K.,6,33,4155,1415,6,2,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Chardy J.,Dimitrov G.,90,4,640,4600,6,4,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/25/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Youzhny M.,17,102,2170,589,6,4,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/26/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,Schwartzman D.,25,16,1630,2220,7,6,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/26/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Carreno Busta P.,Johnson S.,19,54,2045,940,6,4,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/26/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Verdasco F.,Kokkinakis T.,39,175,1260,319,3,6,6,4,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/26/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Shapovalov D.,Querrey S.,46,14,1076,2265,6,4,3,6,7,5,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/26/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Fognini F.,20,18,1945,2155,6,3,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/26/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Anderson K.,Khachanov K.,8,41,3235,1220,4,6,6,2,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Coric B.,Sock J.,36,11,1366,2335,5,7,7,6,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Ferrer D.,5,35,4505,1370,2,6,6,2,6,4,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Berdych T.,63,13,844,2275,6,7,6,2,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Isner J.,Cilic M.,17,3,2170,4905,7,6,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Chung H.,Sousa J.,23,80,1727,680,6,4,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Raonic M.,Chardy J.,25,90,1630,640,6,3,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Del Potro J.M.,Krajinovic F.,6,27,4155,1539,6,4,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Carreno Busta P.,Verdasco F.,19,39,2045,1260,6,0,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Coric B.,Shapovalov D.,36,46,1366,1076,7,6,4,6,6,4,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/2018,Masters 1000,Outdoor,Hard,4th Round,3,Anderson K.,Tiafoe F.,8,63,3235,844,7,6,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/2018,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Kyrgios N.,5,20,4505,1945,6,4,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/2018,Masters 1000,Outdoor,Hard,Quarterfinals,3,Isner J.,Chung H.,17,23,2170,1727,6,1,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/29/2018,Masters 1000,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Raonic M.,6,25,4155,1630,5,7,7,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/29/2018,Masters 1000,Outdoor,Hard,Quarterfinals,3,Carreno Busta P.,Anderson K.,19,8,2045,3235,6,4,5,7,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/30/2018,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Coric B.,5,36,4505,1366,6,4,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/30/2018,Masters 1000,Outdoor,Hard,Semifinals,3,Isner J.,Del Potro J.M.,17,6,2170,4155,6,1,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/31/2018,Masters 1000,Outdoor,Hard,Semifinals,3,Zverev A.,Carreno Busta P.,5,19,4505,2045,7,6,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,4/1/2018,Masters 1000,Outdoor,Hard,The Final,3,Isner J.,Zverev A.,17,5,2170,4505,6,7,6,4,6,4,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/9/2018,ATP250,Outdoor,Clay,1st Round,3,Laaksonen H.,Brown D.,143,152,396,363,6,4,6,3,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/9/2018,ATP250,Outdoor,Clay,1st Round,3,Sandgren T.,Kavcic B.,56,128,898,433,6,2,6,2,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/9/2018,ATP250,Outdoor,Clay,1st Round,3,Fratangelo B.,Thompson J.,108,99,531,611,6,1,6,1,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Kudla D.,Verdasco F.,122,36,456,1305,6,4,7,6,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Tiafoe F.,Mcdonald M.,58,142,893,398,6,3,6,3,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Karlovic I.,Daniel T.,88,111,645,513,7,6,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Kicker N.,Young D.,87,130,650,426,6,3,6,2,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Nishioka Y.,66,380,798,109,6,1,6,2,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Harrison R.,Kecmanovic M.,54,187,945,309,6,4,6,3,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Kozlov S.,63,184,830,313,6,3,6,2,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/11/2018,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,Escobedo E.,51,120,975,465,3,6,7,6,6,2,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/11/2018,ATP250,Outdoor,Clay,1st Round,3,Fritz T.,Smyczek T.,72,124,744,450,6,7,6,2,7,6,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Sandgren T.,Kicker N.,56,87,898,650,6,2,7,6,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Karlovic I.,Kudla D.,88,122,645,456,7,5,7,5,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Querrey S.,63,14,830,2265,2,6,7,6,7,6,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Kyrgios N.,Fratangelo B.,24,108,1675,531,6,7,6,1,6,2,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,Tiafoe F.,51,58,975,893,6,3,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,Harrison R.,72,54,744,945,3,6,6,0,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/2018,ATP250,Outdoor,Clay,2nd Round,3,Isner J.,Laaksonen H.,9,143,3125,396,6,4,6,2,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/2018,ATP250,Outdoor,Clay,2nd Round,3,Sock J.,Zeballos H.,16,66,2200,798,6,4,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Sandgren T.,Pella G.,56,63,898,830,4,6,7,5,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Karlovic I.,Kyrgios N.,88,24,645,1675,3,6,6,2,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Fritz T.,Sock J.,72,16,744,2200,6,3,3,6,6,4,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Johnson S.,Isner J.,51,9,975,3125,7,6,4,6,7,6,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/2018,ATP250,Outdoor,Clay,Semifinals,3,Sandgren T.,Karlovic I.,56,88,898,645,7,6,7,6,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/2018,ATP250,Outdoor,Clay,Semifinals,3,Johnson S.,Fritz T.,51,72,975,744,7,5,6,7,6,2,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/15/2018,ATP250,Outdoor,Clay,The Final,3,Johnson S.,Sandgren T.,51,56,975,898,7,6,2,6,6,4,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/9/2018,ATP250,Outdoor,Clay,1st Round,3,Simon G.,Paire B.,71,47,755,1065,6,2,6,7,7,6,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/9/2018,ATP250,Outdoor,Clay,1st Round,3,Gasquet R.,Fabbiano T.,38,102,1295,586,6,1,7,6,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Arnaboldi A.,Dolgopolov O.,221,52,246,966,6,2,6,3,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Basic M.,Haase R.,94,44,623,1120,4,6,6,4,7,5,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Vatutin A.,Struff J.L.,160,60,349,880,3,6,6,3,6,2,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Marterer M.,78,73,706,738,6,3,6,1,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Basilashvili N.,Berrettini M.,86,104,655,577,7,6,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,Ivashka I.,355,123,126,452,6,3,7,5,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Hemery C.,67,135,787,418,6,2,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Ahouda A.,23,727,1745,27,6,1,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Martinez P.,70,228,760,240,7,5,7,5,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Zverev M.,Lorenzi P.,55,57,932,895,6,3,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/2018,ATP250,Outdoor,Clay,1st Round,3,Edmund K.,Vesely J.,26,65,1627,815,5,0,,,,,,,,,0,0,Retired
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Seppi A.,93,62,626,851,1,6,6,3,6,0,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,1st Round,3,Jaziri M.,Fucsovics M.,91,61,638,864,1,6,6,4,6,2,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,1st Round,3,Ouahab L.,Kohlschreiber P.,617,34,43,1380,2,6,6,0,7,6,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Vatutin A.,Ramos-Vinolas A.,160,23,349,1745,7,6,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Simon G.,Carballes Baena R.,71,78,755,706,7,5,6,1,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,Arnaboldi A.,355,221,126,246,6,0,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/11/2018,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Garcia-Lopez G.,38,67,1295,787,6,2,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Sousa J.,Basic M.,70,94,760,623,6,3,3,6,6,4,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,Ouahab L.,86,617,655,43,7,6,5,7,6,3,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Edmund K.,Albot R.,26,93,1627,626,6,2,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/12/2018,ATP250,Outdoor,Clay,2nd Round,3,Jaziri M.,Zverev M.,91,55,638,932,6,2,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/14/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Sousa J.,Basilashvili N.,70,86,760,655,6,2,4,6,6,1,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/14/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Simon G.,38,71,1295,755,6,2,7,6,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/14/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Andujar P.,Vatutin A.,355,160,126,349,6,4,5,7,6,3,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/14/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Edmund K.,Jaziri M.,26,91,1627,638,6,2,6,1,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/14/2018,ATP250,Outdoor,Clay,Semifinals,3,Edmund K.,Gasquet R.,26,38,1627,1295,6,3,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/14/2018,ATP250,Outdoor,Clay,Semifinals,3,Andujar P.,Sousa J.,355,70,126,760,6,4,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/15/2018,ATP250,Outdoor,Clay,The Final,3,Andujar P.,Edmund K.,355,26,126,1627,6,2,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/15/2018,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Kokkinakis T.,38,150,1255,380,7,5,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/15/2018,Masters 1000,Outdoor,Clay,1st Round,3,Zverev M.,Auger-Aliassime F.,55,448,932,82,6,2,6,7,6,1,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/15/2018,Masters 1000,Outdoor,Clay,1st Round,3,Medvedev D.,Fucsovics M.,49,59,984,864,6,7,6,2,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/16/2018,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Gojowczyk P.,16,50,2175,979,6,4,6,3,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/16/2018,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Donaldson J.,24,51,1745,977,6,3,6,3,,,,,,,2,0,Completed
