ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
1,Brisbane,Brisbane International,1/6/2018,ATP250,Outdoor,Hard,Semifinals,3,Kyrgios N.,Dimitrov G.,21,3,2010,5150,3,6,6,1,6,4,,,,,2,1,Completed
1,Brisbane,Brisbane International,1/7/2018,ATP250,Outdoor,Hard,The Final,3,Kyrgios N.,Harrison R.,21,47,2010,1010,6,4,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,Stebe C.M.,39,82,1229,651,6,1,,,,,,,,,1,0,Retired
2,Doha,Qatar Exxon Mobil Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Sela D.,35,68,1295,755,4,6,6,4,6,0,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Thiem D.,Donskoy E.,5,72,4015,704,7,6,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Fabbiano T.,59,73,826,701,6,4,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Tsitsipas S.,Mayer F.,91,69,606,718,4,6,7,5,6,4,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Coric B.,Carreno Busta P.,48,10,1001,2615,5,7,6,2,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Basic M.,Haider-Maurer A.,138,451,399,81,6,4,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Garcia-Lopez G.,36,70,1295,714,6,4,5,7,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Krajinovic F.,60,34,817,1298,6,4,6,1,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Jaziri M.,49,98,993,580,7,5,6,1,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,Troicki V.,135,55,410,880,4,6,7,6,6,4,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Berdych T.,53,19,898,2095,6,4,1,6,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Travaglia S.,Al Mutawa J.,134,N/A,414,N/A,6,1,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Estrella Burgos V.,31,83,1375,648,6,0,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Pella G.,Ramos-Vinolas A.,64,23,774,1845,2,6,7,5,7,5,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Lorenzi P.,46,43,1015,1095,6,3,3,6,6,4,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Coric B.,Basilashvili N.,48,59,1001,826,6,1,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Basic M.,Lopez F.,138,36,399,1295,6,4,7,6,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Verdasco F.,39,35,1229,1295,6,4,3,6,6,4,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,Berrettini M.,60,135,817,410,6,2,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Thiem D.,Bedene A.,5,49,4015,993,7,5,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Pella G.,Travaglia S.,64,134,774,414,7,6,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Struff J.L.,46,53,1015,898,6,3,1,6,6,3,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Gasquet R.,91,31,606,1375,6,3,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Pella G.,Basic M.,64,138,774,399,6,2,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Coric B.,39,48,1229,1001,6,3,7,5,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Thiem D.,Tsitsipas S.,5,91,4015,606,7,5,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,Gojowczyk P.,46,60,1015,817,6,3,7,6,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/5/2018,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Pella G.,39,64,1229,774,6,2,4,6,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/5/2018,ATP250,Outdoor,Hard,Semifinals,3,Monfils G.,Thiem D.,46,5,1015,4015,,,,,,,,,,,,,Walkover
2,Doha,Qatar Exxon Mobil Open,1/6/2018,ATP250,Outdoor,Hard,The Final,3,Monfils G.,Rublev A.,46,39,1015,1229,6,2,6,3,,,,,,,2,0,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,Andujar P.,113,1690,523,1,6,7,6,4,7,5,,,,,2,1,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Kicker N.,85,95,630,590,6,0,6,3,,,,,,,2,0,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Albot R.,74,86,693,616,6,2,7,6,,,,,,,2,0,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Ojeda Lara R.,Vesely J.,198,62,260,815,6,3,7,6,,,,,,,2,0,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Cecchinato M.,81,109,652,543,7,6,6,7,6,2,,,,,2,1,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Simon G.,Sandgren T.,89,96,610,583,6,4,6,1,,,,,,,2,0,Completed
3,Pune,Tata Open,1/1/2018,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Carballes Baena R.,148,106,379,550,7,6,6,2,,,,,,,2,0,Completed
3,Pune,Tata Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Nagal S.,230,223,227,233,6,3,6,3,,,,,,,2,0,Completed
3,Pune,Tata Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Copil M.,88,93,612,601,5,7,6,4,7,5,,,,,2,1,Completed
3,Pune,Tata Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Kavcic B.,42,97,1130,581,7,6,7,5,,,,,,,2,0,Completed
3,Pune,Tata Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Kadhe A.,118,610,499,45,6,3,6,4,,,,,,,2,0,Completed
3,Pune,Tata Open,1/2/2018,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Bemelmans R.,124,117,475,503,6,7,6,3,7,6,,,,,2,1,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Fucsovics M.,41,85,1155,630,6,4,6,7,7,6,,,,,2,1,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Bhambri Y.,81,118,652,499,4,6,6,3,6,4,,,,,2,1,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Jarry N.,42,113,1130,523,3,6,7,6,7,5,,,,,2,1,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Bautista Agut R.,89,20,610,2015,6,3,7,6,,,,,,,2,0,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,Djere L.,74,88,693,612,7,5,7,6,,,,,,,2,0,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Ramanathan R.,6,148,3805,379,6,4,6,3,,,,,,,2,0,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Ojeda Lara R.,Ivashka I.,198,230,260,227,6,4,6,4,,,,,,,2,0,Completed
3,Pune,Tata Open,1/3/2018,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Monteiro T.,14,124,2480,475,7,6,3,2,,,,,,,1,0,Retired
3,Pune,Tata Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Herbert P.H.,6,81,3805,652,6,3,6,2,,,,,,,2,0,Completed
3,Pune,Tata Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Ojeda Lara R.,89,198,610,260,6,2,6,3,,,,,,,2,0,Completed
3,Pune,Tata Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Kukushkin M.,14,74,2480,693,6,7,6,4,6,2,,,,,2,1,Completed
3,Pune,Tata Open,1/4/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Haase R.,41,42,1155,1130,7,5,2,6,6,3,,,,,2,1,Completed
3,Pune,Tata Open,1/5/2018,ATP250,Outdoor,Hard,Semifinals,3,Simon G.,Cilic M.,89,6,610,3805,1,6,6,3,6,2,,,,,2,1,Completed
3,Pune,Tata Open,1/5/2018,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Paire B.,14,41,2480,1155,6,7,7,6,6,1,,,,,2,1,Completed
3,Pune,Tata Open,1/6/2018,ATP250,Outdoor,Hard,The Final,3,Simon G.,Anderson K.,89,14,610,2480,7,6,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/7/2018,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Young D.,59,63,850,816,6,7,6,4,6,2,,,,,2,1,Completed
4,Auckland,ASB Classic,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Wu Y.,38,313,1270,157,7,6,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Sugita Y.,48,41,1030,1200,6,1,3,6,6,4,,,,,2,1,Completed
4,Auckland,ASB Classic,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Venus M.,21,40,1855,1225,6,2,6,1,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Dutra Silva R.,50,100,981,566,6,3,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Daniel T.,33,98,1370,579,6,3,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Smyczek T.,65,135,782,429,6,3,4,6,6,3,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Caruana L.,46,397,1055,100,7,5,7,6,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Albot R.,64,88,815,616,3,6,6,1,7,6,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Tsitsipas S.,90,80,605,655,6,3,6,7,6,3,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Ruud C.,43,137,1130,416,0,6,7,6,6,3,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Chung H.,Sandgren T.,62,96,832,583,6,3,5,7,6,3,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2018,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Johnson S.,21,46,1855,1055,2,6,6,2,6,1,,,,,2,1,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Lacko L.,43,90,1130,605,7,6,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Vesely J.,Querrey S.,64,13,815,2535,6,4,6,7,7,6,,,,,2,1,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,Sock J.,65,8,782,3165,6,3,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,Sousa J.,38,59,1270,850,6,2,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Cuevas P.,48,33,1030,1370,6,2,7,6,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Shapovalov D.,12,50,2595,981,6,2,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Chung H.,Isner J.,62,16,832,2265,7,6,5,7,6,2,,,,,2,1,Completed
4,Auckland,ASB Classic,1/10/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Vesely J.,21,64,1855,815,7,6,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Haase R.,Gojowczyk P.,43,65,1130,782,6,4,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Chung H.,38,62,1270,832,6,3,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Khachanov K.,12,48,2595,1030,7,6,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/12/2018,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Haase R.,21,43,1855,1130,6,7,7,6,7,6,,,,,2,1,Completed
4,Auckland,ASB Classic,1/12/2018,ATP250,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Ferrer D.,12,38,2595,1270,6,4,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/13/2018,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,Del Potro J.M.,21,12,1855,2595,6,1,4,6,7,5,,,,,2,1,Completed
5,Sydney,Sydney International,1/7/2018,ATP250,Outdoor,Hard,1st Round,3,Lorenzi P.,Thompson J.,45,99,1095,566,7,6,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/7/2018,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Troicki V.,37,54,1276,880,6,3,6,7,7,5,,,,,2,1,Completed
5,Sydney,Sydney International,1/7/2018,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Struff J.L.,30,53,1391,898,6,1,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Bolt A.,138,189,407,274,5,7,7,5,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Popyrin A.,127,621,456,43,7,6,6,0,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Kohlschreiber P.,84,29,642,1440,6,2,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/8/2018,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Donskoy E.,28,71,1625,704,5,7,7,5,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Zverev M.,52,34,909,1302,7,5,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Vukic A.,36,462,1295,77,4,6,7,6,6,3,,,,,2,1,Completed
5,Sydney,Sydney International,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Verdasco F.,167,40,323,1225,6,4,6,2,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Bedene A.,42,51,1155,968,1,6,7,6,6,3,,,,,2,1,Completed
5,Sydney,Sydney International,1/9/2018,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,Simon G.,55,57,878,860,6,1,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Berankis R.,28,138,1625,407,6,2,6,1,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Lorenzi P.,Ramos-Vinolas A.,45,22,1095,1845,6,3,7,5,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Mayer L.,42,52,1155,909,6,2,3,6,6,1,,,,,2,1,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,Dolgopolov O.,27,37,1670,1276,3,6,6,3,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Donaldson J.,84,55,642,878,6,3,4,6,7,5,,,,,2,1,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Dzumhur D.,167,30,323,1391,6,2,3,0,,,,,,,1,0,Retired
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Schwartzman D.,36,26,1295,1675,6,3,7,6,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/10/2018,ATP250,Outdoor,Hard,2nd Round,3,Muller G.,Millman J.,25,127,1695,456,7,6,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Fognini F.,Mannarino A.,27,28,1670,1625,6,7,7,6,6,2,,,,,2,1,Completed
5,Sydney,Sydney International,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Lorenzi P.,84,45,642,1095,6,3,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Muller G.,42,25,1155,1695,6,4,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/11/2018,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Lopez F.,167,36,323,1295,6,4,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/12/2018,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Fognini F.,84,27,642,1670,2,6,6,4,6,1,,,,,2,1,Completed
5,Sydney,Sydney International,1/12/2018,ATP250,Outdoor,Hard,Semifinals,3,De Minaur A.,Paire B.,167,42,323,1155,4,6,6,1,6,1,,,,,2,1,Completed
5,Sydney,Sydney International,1/13/2018,ATP250,Outdoor,Hard,The Final,3,Medvedev D.,De Minaur A.,84,167,642,323,1,6,6,4,7,5,,,,,2,1,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Haider-Maurer A.,37,448,1296,81,7,6,6,3,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Harrison R.,Sela D.,45,95,1115,585,6,3,5,7,3,6,7,5,6,2,3,2,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,Anderson K.,49,12,992,2610,6,7,6,3,3,6,6,3,6,4,3,2,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Kubler J.,11,243,2615,217,7,5,4,6,7,5,6,1,,,3,1,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Youzhny M.,34,90,1345,604,7,6,6,3,7,5,,,,,3,0,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Herbert P.H.,60,74,848,690,6,2,6,1,5,7,7,6,,,3,1,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Delbonis F.,28,67,1490,755,7,5,6,4,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Moutet C.,76,155,686,361,3,6,6,4,6,2,6,2,,,3,1,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Ferrer D.,32,33,1373,1360,7,5,6,7,6,2,6,7,6,2,3,2,Completed
6,Melbourne,Australian Open,1/15/2018,Grand Slam,Outdoor,Hard,1st Round,5,Ebden M.,Isner J.,78,16,684,2265,6,4,3,6,6,3,6,3,,,3,1,Completed
