ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Kudla D.,9,63,3590,810,7,5,6,2,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Kecmanovic M.,18,131,1855,433,6,3,7,6,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Kyrgios N.,40,35,1050,1125,6,7,6,2,6,3,,,,,2,1,Completed
1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Murray A.,16,240,1977,200,7,5,6,2,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Thompson J.,31,72,1298,715,6,4,6,2,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/3/2019,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Daniel T.,239,77,200,691,7,6,6,3,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Chardy J.,Uchiyama Y.,40,185,1050,275,6,4,3,6,7,6,,,,,2,1,Completed
1,Brisbane,Brisbane International,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dimitrov G.,9,19,3590,1835,7,5,7,5,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/4/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Raonic M.,16,18,1977,1855,6,7,6,3,6,4,,,,,2,1,Completed
1,Brisbane,Brisbane International,1/4/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,De Minaur A.,239,31,200,1298,6,4,7,6,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/5/2019,ATP250,Outdoor,Hard,Semifinals,3,Nishikori K.,Chardy J.,9,40,3590,1050,6,2,6,2,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/5/2019,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Tsonga J.W.,16,239,1977,200,7,6,6,2,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,1/6/2019,ATP250,Outdoor,Hard,The Final,3,Nishikori K.,Medvedev D.,9,16,3590,1977,6,4,3,6,6,2,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Berrettini M.,24,54,1605,932,6,1,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,Haase R.,43,50,1022,965,6,7,6,4,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Lorenzi P.,28,109,1410,525,6,3,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Kohlschreiber P.,71,34,715,1125,6,4,7,6,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Ramos-Vinolas A.,21,65,1795,790,6,1,1,6,6,1,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,Seppi A.,68,37,760,1106,7,5,6,1,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Marterer M.,Gojowczyk P.,74,59,706,855,6,1,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Goffin D.,116,22,507,1785,3,6,6,4,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Pella G.,Ilkel C.,58,249,860,183,7,6,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Stakhovsky S.,20,134,1819,424,6,4,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Mannarino A.,48,42,985,1045,6,3,7,6,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Zayid M.S.,105,N/A,543,N/A,6,1,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Wawrinka S.,Khachanov K.,66,11,785,2835,7,6,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Copil M.,36,60,1122,823,6,3,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Dzumhur D.,1,47,9045,985,6,1,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Thiem D.,55,8,903,4095,6,3,7,5,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Lajovic D.,Berankis R.,48,116,985,507,7,6,0,6,7,5,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Garcia-Lopez G.,24,105,1605,543,6,1,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Jarry N.,66,43,785,1022,6,4,7,6,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Fucsovics M.,1,36,9045,1122,4,6,6,4,6,1,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Cecchinato M.,Pella G.,20,58,1819,860,,,,,,,,,,,,,Walkover
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Marterer M.,55,74,903,706,6,3,6,7,7,6,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili N.,Rublev A.,21,68,1795,760,6,3,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Verdasco F.,71,28,715,1410,4,6,6,3,7,5,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Wawrinka S.,24,66,1605,785,6,4,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Basilashvili N.,1,21,9045,1795,4,6,6,3,6,4,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Herbert P.H.,71,55,715,903,6,2,6,4,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Cecchinato M.,Lajovic D.,20,48,1819,985,7,6,6,2,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,24,1,1605,9045,3,6,7,6,6,4,,,,,2,1,Completed
2,Doha,Qatar Exxon Mobil Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Berdych T.,Cecchinato M.,71,20,715,1819,7,6,6,3,,,,,,,2,0,Completed
2,Doha,Qatar Exxon Mobil Open,1/5/2019,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,Berdych T.,24,71,1605,715,6,4,3,6,6,3,,,,,2,1,Completed
3,Pune,Maharashtra Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Carballes Baena R.,N/A,73,N/A,714,6,3,6,4,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Munar J.,Albot R.,81,98,663,592,6,2,7,6,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Donskoy E.,Andujar P.,97,82,594,658,6,3,5,7,7,6,,,,,2,1,Completed
3,Pune,Maharashtra Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Gunneswaran P.,103,110,563,521,7,5,6,3,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,12/31/2018,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Sousa P.,95,104,612,550,6,4,4,6,6,4,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Auger-Aliassime F.,100,108,589,527,6,4,7,5,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Istomin D.,141,92,384,622,6,4,6,4,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Hurkacz H.,91,86,622,636,6,7,6,2,6,3,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Hoang A.,89,149,629,359,4,6,6,4,6,4,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Monteiro T.,52,120,935,475,7,6,6,3,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Granollers M.,132,96,433,598,4,6,6,4,6,3,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Kadhe A.,93,392,621,37,7,5,7,6,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Donskoy E.,100,97,589,594,6,4,7,5,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Chung H.,95,25,612,1585,7,6,6,2,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Vesely J.,52,89,935,629,6,4,6,2,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Djere L.,6,93,4710,621,7,6,7,6,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Munar J.,Bolelli S.,81,141,663,384,7,5,6,0,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Darcis S.,Mmoh M.,N/A,103,N/A,563,4,6,7,6,6,2,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Ivashka I.,30,91,1370,622,6,7,6,2,6,1,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Jaziri M.,Ramanathan R.,45,132,1014,433,6,7,7,6,6,3,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Karlovic I.,Gulbis E.,100,95,589,612,7,6,7,6,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Darcis S.,Jaziri M.,N/A,45,N/A,1014,7,5,6,2,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Munar J.,6,81,4710,663,6,3,6,3,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Paire B.,30,52,1370,935,3,6,7,6,6,4,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Karlovic I.,Darcis S.,100,N/A,589,N/A,7,6,4,6,6,3,,,,,2,1,Completed
3,Pune,Maharashtra Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Simon G.,6,30,4710,1370,6,3,7,6,,,,,,,2,0,Completed
3,Pune,Maharashtra Open,1/5/2019,ATP250,Outdoor,Hard,The Final,3,Anderson K.,Karlovic I.,6,100,4710,589,7,6,6,7,7,6,,,,,2,1,Completed
4,Auckland,ASB Classic,1/6/2019,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Copil M.,50,61,933,823,4,6,6,3,6,4,,,,,2,1,Completed
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Klahn B.,34,76,1125,699,6,4,7,6,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Djere L.,58,91,855,621,7,6,2,0,,,,,,,1,0,Retired
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Paire B.,93,55,616,890,6,3,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Sandgren T.,Marterer M.,63,70,814,732,6,3,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,Mcdonald M.,52,79,916,688,6,3,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Shapovalov D.,44,27,1017,1440,4,6,6,4,6,4,,,,,2,1,Completed
4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Johnson S.,54,33,895,1190,7,5,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Haase R.,124,49,460,940,6,2,6,1,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Pella G.,60,66,830,790,6,1,3,6,6,2,,,,,2,1,Completed
4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Statham J.,Chung H.,360,25,56,1585,7,5,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Cuevas P.,98,90,584,630,7,5,6,1,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Isner J.,50,10,933,3155,7,6,7,6,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,2nd Round,3,Sandgren T.,Cecchinato M.,63,18,814,1889,6,3,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Mayer L.,Berrettini M.,54,52,895,916,5,7,7,6,6,3,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,Gojowczyk P.,13,60,2315,830,6,2,3,6,7,6,,,,,2,1,Completed
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Humbert U.,34,98,1125,584,6,4,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Sousa J.,93,44,616,1017,7,6,6,4,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Ferrer D.,24,124,1705,460,1,1,,,,,,,,,0,0,Retired
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Struff J.L.,Statham J.,58,360,855,56,6,2,6,1,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Sandgren T.,Mayer L.,63,54,814,895,6,3,7,6,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Fognini F.,34,13,1125,2315,6,3,6,1,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Fritz T.,93,50,616,933,7,6,6,3,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Struff J.L.,Carreno Busta P.,58,24,855,1705,7,6,6,7,7,6,,,,,2,1,Completed
4,Auckland,ASB Classic,1/11/2019,ATP250,Outdoor,Hard,Semifinals,3,Sandgren T.,Kohlschreiber P.,63,34,814,1125,6,4,6,2,,,,,,,2,0,Completed
4,Auckland,ASB Classic,1/11/2019,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Struff J.L.,93,58,616,855,7,5,4,6,6,3,,,,,2,1,Completed
4,Auckland,ASB Classic,1/12/2019,ATP250,Outdoor,Hard,The Final,3,Sandgren T.,Norrie C.,63,93,814,616,6,4,6,2,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/6/2019,ATP250,Outdoor,Hard,1st Round,3,Klizan M.,Popyrin A.,40,149,1050,367,7,6,4,6,7,6,,,,,2,1,Completed
5,Sydney,Sydney International,1/6/2019,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Mannarino A.,72,41,715,1045,6,3,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Jaziri M.,48,42,955,1042,6,1,4,1,,,,,,,1,0,Retired
5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Ramos-Vinolas A.,102,65,561,790,6,3,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Lajovic D.,29,45,1253,1010,6,4,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Andreozzi G.,Ebden M.,80,47,682,981,3,6,6,3,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Harrison R.,75,81,701,660,6,4,6,2,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Chardy J.,37,36,1100,1120,7,5,2,6,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Kudla D.,101,62,565,818,7,5,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,Pouille L.,84,30,655,1245,6,2,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Tiafoe F.,38,39,1083,1080,4,6,7,6,7,5,,,,,2,1,Completed
5,Sydney,Sydney International,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Duckworth J.,35,238,1122,206,3,6,6,3,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/8/2019,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Daniel T.,72,78,715,691,3,6,7,6,6,0,,,,,2,1,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,Rublev A.,75,84,701,655,6,3,6,1,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Opelka R.,29,102,1253,561,6,4,7,6,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Schwartzman D.,Garcia-Lopez G.,19,101,1880,565,6,2,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Seppi A.,Klizan M.,37,40,1100,1050,7,6,6,2,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Andreozzi G.,15,80,2095,682,6,3,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Millman J.,Fucsovics M.,38,35,1083,1122,6,3,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Querrey S.,31,48,1210,955,7,6,6,7,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Seppi A.,Tsitsipas S.,37,15,1100,2095,4,6,6,4,6,4,,,,,2,1,Completed
5,Sydney,Sydney International,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Schwartzman D.,Nishioka Y.,19,75,1880,701,6,1,3,6,7,6,,,,,2,1,Completed
5,Sydney,Sydney International,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Thompson J.,29,72,1253,715,7,6,6,3,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Millman J.,31,38,1210,1083,7,5,3,6,7,6,,,,,2,1,Completed
5,Sydney,Sydney International,1/11/2019,ATP250,Outdoor,Hard,Semifinals,3,Seppi A.,Schwartzman D.,37,19,1100,1880,7,6,6,4,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/12/2019,ATP250,Outdoor,Hard,Semifinals,3,De Minaur A.,Simon G.,29,31,1253,1210,6,3,6,2,,,,,,,2,0,Completed
5,Sydney,Sydney International,1/12/2019,ATP250,Outdoor,Hard,The Final,3,De Minaur A.,Seppi A.,29,37,1253,1100,7,5,7,6,,,,,,,2,0,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Mannarino A.,6,42,4810,1045,6,3,5,7,6,2,6,1,,,3,1,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Eubanks C.,20,170,1820,312,6,4,4,6,7,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Mmoh M.,98,107,585,526,3,6,6,3,6,4,6,2,,,3,1,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Travaglia S.,Andreozzi G.,137,77,401,708,6,7,6,2,6,3,6,2,,,3,1,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Kecmanovic M.,28,125,1410,458,7,6,6,3,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Lajovic D.,94,46,616,1010,6,4,7,5,6,1,,,,,3,0,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Garcia-Lopez G.,58,100,860,582,7,5,6,4,7,5,,,,,3,0,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Berrettini M.,15,54,2095,920,6,7,6,4,6,3,7,6,,,3,1,Completed
6,Melbourne,Australian Open,1/14/2019,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Tipsarevic J.,21,N/A,1790,N/A,4,6,6,3,6,1,6,4,,,3,1,Completed
